epoch,loss,step,test_accuracy,test_balanced_accuracy,test_loss,test_precision,test_recall,train_accuracy,train_balanced_accuracy,train_precision,train_recall,val_accuracy,val_balanced_accuracy,val_loss,val_precision,val_recall
0,0.24933448433876038,0,,,,,,,,,,,,,,
0,0.16604332625865936,1,,,,,,,,,,,,,,
0,0.232191264629364,2,,,,,,,,,,,,,,
0,0.2189614623785019,3,,,,,,,,,,,,,,
0,0.20990470051765442,4,,,,,,,,,,,,,,
0,0.15765058994293213,5,,,,,,,,,,,,,,
0,0.2388583868741989,6,,,,,,,,,,,,,,
0,0.21394458413124084,7,,,,,,,,,,,,,,
0,0.21899184584617615,8,,,,,,,,,,,,,,
0,0.22258120775222778,9,,,,,,,,,,,,,,
0,0.2715928852558136,10,,,,,,,,,,,,,,
0,0.23312672972679138,11,,,,,,,,,,,,,,
0,0.2096598595380783,12,,,,,,,,,,,,,,
0,0.18594664335250854,13,,,,,,,,,,,,,,
0,0.22211338579654694,14,,,,,,,,,,,,,,
0,0.1716471016407013,15,,,,,,,,,,,,,,
0,0.237160325050354,16,,,,,,,,,,,,,,
0,0.22184427082538605,17,,,,,,,,,,,,,,
0,0.20323143899440765,18,,,,,,,,,,,,,,
0,0.18456518650054932,19,,,,,,,,,,,,,,
0,0.1639447659254074,20,,,,,,,,,,,,,,
0,0.18476684391498566,21,,,,,,,,,,,,,,
0,0.24544358253479004,22,,,,,,,,,,,,,,
0,0.19354507327079773,23,,,,,,,,,,,,,,
0,0.19135895371437073,24,,,,,,,,,,,,,,
0,0.15675394237041473,25,,,,,,,,,,,,,,
0,0.19618594646453857,26,,,,,,,,,,,,,,
0,0.3694066107273102,27,,,,,,,,,,,,,,
0,0.21719692647457123,28,,,,,,,,,,,,,,
0,0.13464955985546112,29,,,,,,,,,,,,,,
0,0.38555607199668884,30,,,,,,,,,,,,,,
0,0.21910546720027924,31,,,,,,,,,,,,,,
0,,31,,,,,,,,,,0.8666666746139526,0.5445668697357178,0.191629558801651,0.8915444016456604,0.966417670249939
0,,31,,,,,,0.7122425436973572,0.5012480616569519,0.8548564910888672,0.8001672625541687,,,,,
1,0.18920356035232544,32,,,,,,,,,,,,,,
1,0.2047393023967743,33,,,,,,,,,,,,,,
1,0.21440434455871582,34,,,,,,,,,,,,,,
1,0.18723604083061218,35,,,,,,,,,,,,,,
1,0.17366907000541687,36,,,,,,,,,,,,,,
1,0.23508618772029877,37,,,,,,,,,,,,,,
1,0.2119179517030716,38,,,,,,,,,,,,,,
1,0.25831809639930725,39,,,,,,,,,,,,,,
1,0.24263249337673187,40,,,,,,,,,,,,,,
1,0.1980929970741272,41,,,,,,,,,,,,,,
1,0.20689722895622253,42,,,,,,,,,,,,,,
1,0.21626415848731995,43,,,,,,,,,,,,,,
1,0.18747131526470184,44,,,,,,,,,,,,,,
1,0.203797847032547,45,,,,,,,,,,,,,,
1,0.21576781570911407,46,,,,,,,,,,,,,,
1,0.210453063249588,47,,,,,,,,,,,,,,
1,0.22666612267494202,48,,,,,,,,,,,,,,
1,0.21118111908435822,49,,,,,,,,,,,,,,
1,0.21553032100200653,50,,,,,,,,,,,,,,
1,0.23041406273841858,51,,,,,,,,,,,,,,
1,0.2373848259449005,52,,,,,,,,,,,,,,
1,0.1786712110042572,53,,,,,,,,,,,,,,
1,0.19726641476154327,54,,,,,,,,,,,,,,
1,0.2289847880601883,55,,,,,,,,,,,,,,
1,0.19016148149967194,56,,,,,,,,,,,,,,
1,0.1885470151901245,57,,,,,,,,,,,,,,
1,0.1580897569656372,58,,,,,,,,,,,,,,
1,0.18783296644687653,59,,,,,,,,,,,,,,
1,0.2558547258377075,60,,,,,,,,,,,,,,
1,0.26792219281196594,61,,,,,,,,,,,,,,
1,0.220457062125206,62,,,,,,,,,,,,,,
1,0.1813487410545349,63,,,,,,,,,,,,,,
1,,63,,,,,,,,,,0.6617646813392639,0.48414134979248047,0.1931387186050415,0.8748289346694946,0.7164445519447327
